rate,review_text,review_title,source_url,stay_info,trip_type,writer,writer_informations,writer_link,writing_date
5.0,These gardens are definitely a must when visiting the city. They are just magical. Take no notice of the many guide books that tell you one tour group will fill the place - they are much larger than you think. We visited at 10.00 and had many opportunities to take photos 'people free'.,What a find!,https://www.tripadvisor.com/Attraction_Review-g293734-d477277-Reviews-or3400-Jardin_Majorelle-Marrakech_Marrakech_Safi.html,Mar 2019,,Rosie401,"South East England, UK,75 contributions",,"Written March 4, 2019"
5.0,"A must see in Marrakech, try to go there early before 10 am as it gets very busy and it's hard to click photos.",A must see,https://www.tripadvisor.com/Attraction_Review-g293734-d477277-Reviews-or3400-Jardin_Majorelle-Marrakech_Marrakech_Safi.html,Apr 2018,,raghids961,36 contributions,,"Written March 4, 2019"
3.0,"The garden is very nice, but it is crowded with people and therefore it lacks the tranquility it should have. I am not the typical tourist who enjoys this crowded places. I only visited because I went to the YSL Museum.",Beautiful garden but very busy,https://www.tripadvisor.com/Attraction_Review-g293734-d477277-Reviews-or3400-Jardin_Majorelle-Marrakech_Marrakech_Safi.html,Mar 2019 • Couples,,Salomé,"Lemiers, The Netherlands,317 contributions",,"Written March 4, 2019"
4.0,"We went here in February the gardens were lovely to stroll around. Be warned there are very long queues, best to prebook online to reduce queuing times. Another option is to buy a combined ticket with the Yves Saint Laurent museum next door as their queue was considerably shorter!",Beautiful,https://www.tripadvisor.com/Attraction_Review-g293734-d477277-Reviews-or3410-Jardin_Majorelle-Marrakech_Marrakech_Safi.html,Mar 2019 • Couples,,AverageMum2015,"Manchester, UK,84 contributions",,"Written March 4, 2019"
5.0,"Not only that exclusive tone of blue, but also the red of the floor, the beige of some walls, and the green and yellow of the plants make this place unique! Besides the stunning gardens, there is also a Berber museum inside the place. I didn't really feel like visiting the latest, since I had spent some quality time with real Berber people, but it might be interesting. It also has a different price, not included in the price of the main ticket. Crowded place, make sure to arrive early, as queues are way too long, and it could take you over 1 hour to get in.",Vivid colors (but crowded place),https://www.tripadvisor.com/Attraction_Review-g293734-d477277-Reviews-or3410-Jardin_Majorelle-Marrakech_Marrakech_Safi.html,Jan 2019 • Solo,,Mariana Aguiar,"Sao Paulo, SP,1,109 contributions",,"Written March 3, 2019"
5.0,Everything especially the Barber museum was great! I loved it! The YSL museum was also very nice. Also there is a  oil store where you can buy YSL posters and cards.,I loved it!,https://www.tripadvisor.com/Attraction_Review-g293734-d477277-Reviews-or3410-Jardin_Majorelle-Marrakech_Marrakech_Safi.html,Mar 2019 • Couples,,Maria X,"Athens, Greece,37 contributions",,"Written March 3, 2019"
3.0,"The gardens make for a nice visit if you are looking to escape the desert environment and see some more greenery but it is overall rather underwhelming. The art gallery is a tiny room in the back corner near a cafe. The walk itself is very short and it seemed to be over in under 10 minutes. However, it was a reasonably pleasant walk and it was nice to escape the crowded town.",Simply average.,https://www.tripadvisor.com/Attraction_Review-g293734-d477277-Reviews-or3410-Jardin_Majorelle-Marrakech_Marrakech_Safi.html,Feb 2019 • Family,,asaunders2017,"London, UK,17 contributions",,"Written March 3, 2019"
4.0,"Beautiful picturesque gardens, but could open some more payment possibilities and information points",Beautiful colors!,https://www.tripadvisor.com/Attraction_Review-g293734-d477277-Reviews-or3410-Jardin_Majorelle-Marrakech_Marrakech_Safi.html,Feb 2019 • Family,,Larrie_123,14 contributions,,"Written March 3, 2019"
3.0,"Americans will probably find the garden nice, but not exceptional.  It's worth about 30 minutes of exploration.  The Berber Museum within the garden was very interesting and worth seeing.","Nice garden, but nothing special",https://www.tripadvisor.com/Attraction_Review-g293734-d477277-Reviews-or3410-Jardin_Majorelle-Marrakech_Marrakech_Safi.html,Feb 2019 • Couples,,paul303030,"San Diego, CA,166 contributions",,"Written March 3, 2019"
5.0,This is a delightful piece of heaven. The plants were beautiful and very diverse. Quite interesting.,Beautiful oasis,https://www.tripadvisor.com/Attraction_Review-g293734-d477277-Reviews-or3410-Jardin_Majorelle-Marrakech_Marrakech_Safi.html,Feb 2019,,sue82468,"Iowa City, Iowa,14 contributions",,"Written March 3, 2019"
5.0,The garden was packed with tourists while I was there and it was still an excellent place to get photos. The vegetation and the color of the foundations and surrounding infrastructure provide great backgrounds for photographs. I’m sure social media is loaded with pictures from this garden. I would suggest going early to beat the crowds. I went midday and had to wait in a rather lengthy line. Enjoy!,Excellent place for photos.,https://www.tripadvisor.com/Attraction_Review-g293734-d477277-Reviews-or3410-Jardin_Majorelle-Marrakech_Marrakech_Safi.html,Mar 2019 • Solo,,Geoman59,"Saint Paul, MN,207 contributions",,"Written March 2, 2019"
4.0,"We visited the gardens via the Yves St Laurent museum. This meant we had a much shorter queue to enter with a combined ticket bought at the adjacent museum. At midday the queue to enter the gardens directly seemed very long indeed. The gardens are pleasant and cool, although they are so popular it’s quite difficult to find a quiet area to take a seat to enjoy the space. We visited in the middle of the day so I would recommend visitors to time their entry for either earlier in the morning or towards the end of the day for more peaceful experience.","Pleasant couple of hours, but busy",https://www.tripadvisor.com/Attraction_Review-g293734-d477277-Reviews-or3410-Jardin_Majorelle-Marrakech_Marrakech_Safi.html,Feb 2019 • Friends,,Honnora,17 contributions,,"Written March 2, 2019"
3.0,Beautiful garden with trees and cacti from all over the world in a peaceful small setting. I wanted out pretty quickly because of the 200 people taking staged pictures of themselves. Influencers...ugh...,Instagram annoyance,https://www.tripadvisor.com/Attraction_Review-g293734-d477277-Reviews-or3410-Jardin_Majorelle-Marrakech_Marrakech_Safi.html,Mar 2019 • Solo,,Erin R,"Houston, TX,15 contributions",,"Written March 2, 2019"
5.0,"I have been entranced by these gardens for 15 years. This most recent visit was a bit of a shock. My views might annoy the locals, but I think the enthusiasm for maximum greenery has overwhelmed the structural/ sculptural elements of the garden. It is too lush now, so you don't see the extraordinary outlines of the desert plants as you did some ten years ago. I've no complaints about the huge bamboos as you enter. They're a welcome shift from the intense sun outside. But I deplore the pitch for general greenery of no particular merit as you go round. There are too many people in this space - inevitable at such an iconic destination - but it still moves me. Just, I'd like the gardeners to be directed by someone who values the lines of the plants, as against their burgeoning greenness.",Visit to Jardin Majorelle - 25 Feb 2019,https://www.tripadvisor.com/Attraction_Review-g293734-d477277-Reviews-or3420-Jardin_Majorelle-Marrakech_Marrakech_Safi.html,Feb 2019 • Solo,,jba619,"London, UK,6 contributions",,"Written March 2, 2019"
4.0,First of all we waited one hour in the line for the tickets to find out the 2 museums were closed as it was a Wednesday. That beeing said the garden is nice but dies not worth it the waiting time without the museums.,Nice little garden,https://www.tripadvisor.com/Attraction_Review-g293734-d477277-Reviews-or3420-Jardin_Majorelle-Marrakech_Marrakech_Safi.html,Feb 2019 • Couples,,TravelAddict,"Montreal, Canada,496 contributions",,"Written March 2, 2019"
4.0,"An oasis of quiet in a bustling city, spent several hours there, just chilling out after a month of radiotherapy",Very peaceful,https://www.tripadvisor.com/Attraction_Review-g293734-d477277-Reviews-or3420-Jardin_Majorelle-Marrakech_Marrakech_Safi.html,Feb 2019 • Couples,,Britpilot41,"Surrey, UK,8 contributions",,"Written March 2, 2019"
5.0,Fantastic gardens for the opening party of the 1.54 Africa art fair enjoyed the cocktails and meeting artists people whom had travelled to be at the event.,The opening party 1.54 art fair,https://www.tripadvisor.com/Attraction_Review-g293734-d477277-Reviews-or3420-Jardin_Majorelle-Marrakech_Marrakech_Safi.html,Feb 2019 • Business,,Juliette G,"London, UK,300 contributions",,"Written March 2, 2019"
4.0,Well worth a visit after going to the YSL museum. Lotsa great photo ops. Beautiful garden any time of the day.,Must see,https://www.tripadvisor.com/Attraction_Review-g293734-d477277-Reviews-or3420-Jardin_Majorelle-Marrakech_Marrakech_Safi.html,Feb 2019 • Friends,,Culas,"Makati, Philippines,321 contributions",,"Written March 2, 2019"
4.0,"I loved the colours of this place the most! There are lots of different types of plants I havent even seen before in my life! It was very crowded but it was fine because we got to see the whole place. It wasn't the highlight of my trip but it was alright, I wouldn't visit it again. Its a must see if you enjoy nature, if you dont then its not one for you.",It was alright,https://www.tripadvisor.com/Attraction_Review-g293734-d477277-Reviews-or3420-Jardin_Majorelle-Marrakech_Marrakech_Safi.html,Jan 2019 • Family,,Aneesah A,"Manchester, UK,51 contributions",,"Written March 2, 2019"
4.0,It’s a cool garden and very unique. It’s overpriced but bring your student ID and you will get a much cheaper rate. The tour is very short and something easy to do. I would go back to show a loved one or friend. It was very crowded and the tourist were like ants on a pancake.,Pricey!,https://www.tripadvisor.com/Attraction_Review-g293734-d477277-Reviews-or3420-Jardin_Majorelle-Marrakech_Marrakech_Safi.html,Feb 2019 • Friends,,klemus55,"Reno, NV,85 contributions",,"Written March 1, 2019"
5.0,"The garden and accompaning Berber museum is a nice stop if in the area.  The visit will not take more than an hour and the change in climate and vegetation is astounding.  The YSL monument is not very exciting, but seeing bamboo this tall in the desert is.",A very nice garden to escape the heat and dust of the city,https://www.tripadvisor.com/Attraction_Review-g293734-d477277-Reviews-or3420-Jardin_Majorelle-Marrakech_Marrakech_Safi.html,Feb 2019 • Couples,,Tom I,"Minneapolis, MN,786 contributions",,"Written March 1, 2019"
5.0,"The colours are amazing and the architecture is really unique. The elements of green and water inside the gardens give a truly unique atmosphere. Inside the fountains, you can find turtles and fish.",one of the most outstanding places to visit in Marrakech,https://www.tripadvisor.com/Attraction_Review-g293734-d477277-Reviews-or3420-Jardin_Majorelle-Marrakech_Marrakech_Safi.html,Feb 2019 • Friends,,delilah d,"Kifissia, Greece,32 contributions",,"Written March 1, 2019"
5.0,"Very nice stop on our trip visiting Morocco, in the French side of town, with all sorts of types of plants.  Enjoyed getting away from the bustling town.",Beautiful Gardens,https://www.tripadvisor.com/Attraction_Review-g293734-d477277-Reviews-or3420-Jardin_Majorelle-Marrakech_Marrakech_Safi.html,Jan 2019 • Couples,,Evan R,"Asheville, NC,215 contributions",,"Written March 1, 2019"
4.0,We visit the Garden short after noon time. It’s crowdy and you have to wait min 30-45 minutes. Inside it is beautiful . The Problem is there are so many people so it’s not possible to take a single picture. But the mix of blue colors and green from all these different plants and houses are impressing. Definitely you have to visit this place but may at different day time. Greatz. SFI,Crowdy and beauty,https://www.tripadvisor.com/Attraction_Review-g293734-d477277-Reviews-or3430-Jardin_Majorelle-Marrakech_Marrakech_Safi.html,Mar 2019,,Sascha F,"Neunkirchen-Seelscheid, Germany,34 contributions",,"Written March 1, 2019"
